,user_id,closeness
0,629551377,0.2421673188572597
1,327848576,0.1949574814174233
2,451749606,0.1949574814174233
3,434387169,0.1949574814174233
4,1132922689,0.1949574814174233
5,435293780,0.1949574814174233
6,828140203,0.1949574814174233
7,2798991206,0.1949574814174233
8,1494791336,0.1949574814174233
9,1515029365,0.1949574814174233
10,848061127,0.1949574814174233
11,549510165,0.1949574814174233
12,439343510,0.1949574814174233
13,918109213,0.1949574814174233
14,353397175,0.1949574814174233
15,17842366,0.1949574814174233
16,26144491,0.1949574814174233
17,760521464,0.1949574814174233
18,501072451,0.1949574814174233
19,17945635,0.1949574814174233
20,635662788,0.1949574814174233
21,470532230,0.1949574814174233
22,782826055,0.1949574814174233
23,987795655,0.1949574814174233
24,369215359,0.1949574814174233
25,2297201605,0.1949574814174233
26,1370646072,0.1949574814174233
27,451747641,0.1949574814174233
28,591001857,0.1949574814174233
29,842121817,0.1949574814174233
30,397630111,0.1949574814174233
31,432870164,0.1949574814174233
32,570553263,0.1949574814174233
33,1681248619,0.1949574814174233
34,626116914,0.1949574814174233
35,172606716,0.1949574814174233
36,454686168,0.1949574814174233
37,1110622016,0.1949574814174233
38,825270756,0.1949574814174233
39,480449497,0.1949574814174233
40,333716561,0.1949574814174233
41,840584078,0.1949574814174233
42,456269077,0.1949574814174233
43,2217128820,0.1949574814174233
44,53021289,0.1949574814174233
45,615629881,0.1949574814174233
46,583779418,0.1949574814174233
47,207777625,0.1949574814174233
48,561607243,0.1949574814174233
49,1876325779,0.1949574814174233
50,394465945,0.1949574814174233
51,2519274249,0.1949574814174233
52,521593942,0.2449267302145711
53,50155982,0.1949574814174233
54,566696313,0.1949574814174233
55,425208808,0.1949574814174233
56,1364272400,0.1949574814174233
57,1121501659,0.1949574814174233
58,724223456,0.2336833791971568
59,1416289596,0.2207727103152397
60,430963000,0.1949574814174233
61,53155259,0.1949574814174233
62,1018225862,0.1949574814174233
63,88528989,0.1949574814174233
64,103360323,0.1949574814174233
65,2842497362,0.1949574814174233
66,601081570,0.1949574814174233
67,1167564284,0.1949574814174233
68,466645191,0.1949574814174233
69,285938813,0.1949574814174233
70,1059813758,0.1949574814174233
71,1357069963,0.1949574814174233
72,201882233,0.1949574814174233
73,1084585286,0.1949574814174233
74,844648562,0.1949574814174233
75,621621250,0.1949574814174233
76,32959253,0.2524664035836177
77,1173994100,0.1949574814174233
78,944971164,0.1949574814174233
79,353183565,0.1949574814174233
80,206891902,0.1949574814174233
81,1225148738,0.1949574814174233
82,602111933,0.1949574814174233
83,353406731,0.1949574814174233
84,515041779,0.1949574814174233
85,568749363,0.1949574814174233
86,525005471,0.1949574814174233
87,1025568158,0.1949574814174233
88,1038498284,0.1949574814174233
89,2861202552,0.1949574814174233
90,1004954233,0.1949574814174233
91,453297488,0.1949574814174233
92,621689253,0.1949574814174233
93,1247192551,0.1949574814174233
94,633985381,0.1949574814174233
